35,0.5,0.333333,0.166667,1
47,0.5,0.333333,0.166667,1
73,0.47541,0.360656,0.163934,1
108,0.454545,0.363636,0.181818,1
279,0.5,0.375,0.125,1
360,0.517241,0.327586,0.155172,1
398,0.5,0.378788,0.121212,1
420,0.487179,0.358974,0.153846,1
423,0.526316,0.368421,0.105263,1
566,0.5,0.333333,0.166667,1
575,0.5,0.4,0.1,1
584,0.5,0.321429,0.178571,1
639,0.489796,0.367347,0.142857,1
723,0.461538,0.353846,0.184615,1
799,0.454545,0.363636,0.181818,1
822,0.463415,0.390244,0.146341,1
857,0.5,0.4,0.1,1
946,0.5,0.35,0.15,1
964,0.5,0.3,0.2,1
968,0.5,0.352941,0.147059,1
989,0.45977,0.333333,0.206897,1
1016,0.485714,0.371429,0.142857,1
1105,0.483333,0.316667,0.2,1
1158,0.466667,0.333333,0.2,1
1167,0.5,0.3,0.2,1
1354,0.541667,0.291667,0.166667,1
1381,0.548387,0.290323,0.16129,1
1416,0.5,0.34375,0.15625,1
1442,0.487179,0.307692,0.205128,1
1465,0.52381,0.380952,0.095238,1
1500,0.509804,0.313725,0.176471,1
1539,0.5,0.333333,0.166667,1
1592,0.55,0.3,0.15,1
1633,0.45,0.4,0.15,1
1639,0.444444,0.388889,0.166667,1
1680,0.5,0.375,0.125,1
1690,0.454545,0.363636,0.181818,1
1699,0.555556,0.296296,0.148148,1
1797,0.533333,0.333333,0.133333,1
1799,0.461538,0.384615,0.153846,1
1842,0.466667,0.333333,0.2,1
1855,0.461538,0.384615,0.153846,1
1912,0.517857,0.321429,0.160714,1
1925,0.449664,0.362416,0.187919,1
1928,0.520833,0.302083,0.177083,1
1997,0.52093,0.348837,0.130233,1
2111,0.517241,0.356322,0.126437,1
2180,0.466667,0.333333,0.2,1
2216,0.491525,0.355932,0.152542,1
2262,0.518519,0.37037,0.111111,1
2265,0.492063,0.349206,0.15873,1
2270,0.480769,0.384615,0.134615,1
2277,0.5,0.316667,0.183333,1
2458,0.448276,0.413793,0.137931,1
2485,0.454545,0.363636,0.181818,1
15,0.727273,0.181818,0.090909,10
17,0.833333,0.166667,0,10
76,0.730769,0.192308,0.076923,10
333,0.75,0.25,0,10
334,0.790123,0.197531,0.012346,10
339,0.75,0.25,0,10
376,0.761905,0.238095,0,10
384,0.8,0.2,0,10
514,0.8,0.2,0,10
643,0.782609,0.173913,0.043478,10
776,0.733333,0.222222,0.044444,10
778,0.707317,0.243902,0.04878,10
896,0.78125,0.1875,0.03125,10
1026,0.703704,0.222222,0.074074,10
1203,0.705882,0.294118,0,10
1244,0.714286,0.214286,0.071429,10
1415,0.74359,0.230769,0.025641,10
1456,0.772727,0.181818,0.045455,10
1484,0.772727,0.227273,0,10
1559,0.8,0.2,0,10
1692,0.730769,0.230769,0.038462,10
1836,0.75,0.1875,0.0625,10
2093,0.80303,0.19697,0,10
2203,0.730769,0.205128,0.064103,10
2300,0.816327,0.183673,0,10
2392,0.736842,0.263158,0,10
2396,0.75,0.178571,0.071429,10
2525,0.75,0.25,0,10
2537,0.791667,0.208333,0,10
132,0.25,0.5,0.25,11
148,0.25,0.520833,0.229167,11
166,0.3125,0.4375,0.25,11
289,0.225806,0.483871,0.290323,11
320,0.25,0.5,0.25,11
337,0.25,0.5,0.25,11
389,0.2,0.533333,0.266667,11
438,0.230769,0.480769,0.288462,11
503,0.294118,0.470588,0.235294,11
579,0.285714,0.428571,0.285714,11
592,0.285714,0.428571,0.285714,11
603,0.2,0.485,0.315,11
611,0.257143,0.514286,0.228571,11
612,0.3,0.45,0.25,11
640,0.2,0.525,0.275,11
665,0.283333,0.466667,0.25,11
693,0.25,0.5,0.25,11
706,0.219298,0.5,0.280702,11
771,0.289855,0.492754,0.217391,11
840,0.227273,0.454545,0.318182,11
902,0.294118,0.411765,0.294118,11
977,0.304348,0.478261,0.217391,11
1009,0.2,0.54,0.26,11
1018,0.204545,0.534091,0.261364,11
1040,0.24,0.48,0.28,11
1100,0.275,0.5,0.225,11
1142,0.2,0.514286,0.285714,11
1208,0.208333,0.5,0.291667,11
1209,0.25,0.5,0.25,11
1238,0.315789,0.394737,0.289474,11
1247,0.294118,0.411765,0.294118,11
1300,0.285714,0.428571,0.285714,11
1309,0.210526,0.5,0.289474,11
1322,0.218391,0.471264,0.310345,11
1411,0.275,0.475,0.25,11
1478,0.285714,0.47619,0.238095,11
1540,0.2,0.52,0.28,11
1560,0.294118,0.470588,0.235294,11
1566,0.25,0.4375,0.3125,11
1590,0.264706,0.5,0.235294,11
1666,0.3125,0.4375,0.25,11
1669,0.285714,0.428571,0.285714,11
1695,0.2,0.5,0.3,11
1714,0.3,0.4,0.3,11
1760,0.272727,0.454545,0.272727,11
1775,0.285714,0.428571,0.285714,11
